category,version_added,version_removed,_date,version,projectGroup,file_id,FEAR_OF_THE_UNKNOWN,IMPLICIT_COLUMNS,LongMethod,LongParameterList
Business,22,9,2009-05-27 22:05:20,20,JD,JD185820,0,0,0,1
Business,22,9,2009-05-27 22:05:20,20,JD,JD185823,0,0,1,1
Business,22,9,2009-05-27 22:05:20,20,JD,JD185825,0,0,1,1
Business,22,9,2009-05-27 22:05:20,20,JD,JD185826,0,0,0,1
Business,22,9,2009-05-27 22:05:20,20,JD,JD185827,0,0,1,1
Business,22,9,2009-05-27 22:05:20,20,JD,JD185828,0,0,1,1
Business,22,9,2009-05-27 22:05:20,20,JD,JD185829,0,0,1,1
Business,22,9,2009-05-27 22:05:20,20,JD,JD185831,0,0,1,0
Business,22,9,2009-05-27 22:05:20,20,JD,JD185832,0,0,1,1
Business,22,9,2009-05-27 22:05:20,20,JD,JD185906,0,0,1,1
Business,22,9,2009-05-27 22:05:20,20,JD,JD185851,0,0,0,1
Business,22,9,2009-05-27 22:05:20,20,JD,JD185849,0,0,1,1
Business,22,9,2009-05-27 22:05:20,20,JD,JD185848,0,0,1,1
Business,22,9,2009-05-27 22:05:20,20,JD,JD185844,0,0,0,0
Business,22,9,2009-05-27 22:05:20,20,JD,JD185842,0,0,0,1
Business,22,9,2009-05-27 22:05:20,20,JD,JD185841,0,0,0,1
Business,22,9,2009-05-27 22:05:20,20,JD,JD185839,0,0,1,0
Business,22,9,2009-05-27 22:05:20,20,JD,JD185838,0,0,1,1
Business,26,9,2009-05-27 22:05:20,20,JD,JD184630,0,0,0,0
Business,26,9,2009-05-27 22:05:20,20,JD,JD184633,0,0,0,0
Business,26,9,2009-05-27 22:05:20,20,JD,JD184634,0,0,0,0
Business,26,9,2009-05-27 22:05:20,20,JD,JD184835,0,0,0,1
Business,22,9,2009-05-27 22:05:20,20,JD,JD185815,0,0,1,1
Business,26,9,2009-05-27 22:05:20,20,JD,JD184643,0,0,0,0
Business,22,9,2009-09-12 00:26:52,19,JD,JD185906,0,0,1,1
Business,26,9,2009-09-12 00:26:52,19,JD,JD184835,0,0,1,1
Business,22,9,2009-09-12 00:26:52,19,JD,JD185978,0,0,0,0
Business,22,9,2009-09-12 00:26:52,19,JD,JD185941,0,0,1,0
Business,22,9,2009-09-12 00:26:52,19,JD,JD185827,0,0,1,1
Business,22,9,2009-09-12 00:26:52,19,JD,JD185826,0,0,0,1
Business,22,9,2009-09-12 00:26:52,19,JD,JD185825,0,0,1,1
Business,22,9,2009-09-12 00:26:52,19,JD,JD185823,0,0,1,1
Business,22,9,2009-09-12 00:26:52,19,JD,JD185820,0,0,0,1
Business,22,9,2009-09-12 00:26:52,19,JD,JD185819,0,0,1,1
Business,22,9,2009-09-12 00:26:52,19,JD,JD185817,0,0,0,0
Business,22,9,2009-09-12 00:26:52,19,JD,JD185815,0,0,1,1
Business,22,9,2009-09-12 00:26:52,19,JD,JD185828,0,0,1,1
Business,22,9,2009-09-12 00:26:52,19,JD,JD185829,0,0,1,1
Business,22,9,2009-09-12 00:26:52,19,JD,JD185851,0,0,0,1
Business,22,9,2009-09-12 00:26:52,19,JD,JD185849,0,0,1,1
Business,22,9,2009-09-12 00:26:52,19,JD,JD185848,0,0,1,1
Business,22,9,2009-09-12 00:26:52,19,JD,JD185844,0,0,0,0
Business,22,9,2009-09-12 00:26:52,19,JD,JD185842,0,0,0,1
Business,22,9,2009-09-12 00:26:52,19,JD,JD185841,0,0,0,1
Business,22,9,2009-09-12 00:26:52,19,JD,JD185839,0,0,1,0
Business,22,9,2009-09-12 00:26:52,19,JD,JD185838,0,0,1,1
Business,22,9,2009-09-12 00:26:52,19,JD,JD185832,0,0,1,1
Business,22,9,2009-09-12 00:26:52,19,JD,JD185831,0,0,1,0
Business,26,9,2009-09-12 00:26:52,19,JD,JD184643,0,0,0,0
Business,26,9,2009-09-12 00:26:52,19,JD,JD184634,0,0,0,0
Business,26,9,2009-09-12 00:26:52,19,JD,JD184633,0,0,0,0
Business,26,9,2009-09-12 00:26:52,19,JD,JD184630,0,0,0,0
Business,26,9,2009-12-08 00:14:26,18,JD,JD184298,0,0,0,0
Business,26,9,2009-12-08 00:14:26,18,JD,JD184311,0,0,0,0
Business,26,9,2009-12-08 00:14:26,18,JD,JD184283,0,0,0,0
Business,22,9,2009-12-08 00:14:26,18,JD,JD185838,0,0,1,1
Business,22,9,2009-12-08 00:14:26,18,JD,JD185839,0,0,1,0
Business,22,9,2009-12-08 00:14:26,18,JD,JD185841,0,0,0,1
Business,22,9,2009-12-08 00:14:26,18,JD,JD185842,0,0,0,1
Business,22,9,2009-12-08 00:14:26,18,JD,JD185832,0,0,1,1
Business,22,9,2009-12-08 00:14:26,18,JD,JD185823,0,0,1,1
Business,22,9,2009-12-08 00:14:26,18,JD,JD185825,0,0,1,1
Business,22,9,2009-12-08 00:14:26,18,JD,JD185826,0,0,0,1
Business,22,9,2009-12-08 00:14:26,18,JD,JD185827,0,0,1,1
Business,22,9,2009-12-08 00:14:26,18,JD,JD185828,0,0,1,1
Business,22,9,2009-12-08 00:14:26,18,JD,JD185829,0,0,1,1
Business,22,9,2009-12-08 00:14:26,18,JD,JD185831,0,0,1,0
Business,22,9,2009-12-08 00:14:26,18,JD,JD185844,0,0,0,0
Business,22,9,2009-12-08 00:14:26,18,JD,JD185848,0,0,1,1
Business,22,9,2009-12-08 00:14:26,18,JD,JD185849,0,0,1,1
Business,22,9,2009-12-08 00:14:26,18,JD,JD185851,0,0,0,1
Business,22,9,2009-12-08 00:14:26,18,JD,JD185820,0,0,0,1
Business,22,9,2009-12-08 00:14:26,18,JD,JD185819,0,0,1,1
Business,26,9,2009-12-08 00:14:26,18,JD,JD184643,0,0,0,0
Business,22,9,2009-12-08 00:14:26,18,JD,JD185815,0,0,1,1
Business,22,9,2009-12-08 00:14:26,18,JD,JD185817,0,0,0,0
Business,26,9,2009-12-08 00:14:26,18,JD,JD184634,0,0,0,0
Business,26,9,2009-12-08 00:14:26,18,JD,JD184633,0,0,0,0
Business,26,9,2009-12-08 00:14:26,18,JD,JD184630,0,0,0,0
Business,26,9,2009-12-08 00:14:26,18,JD,JD184835,0,0,1,1
Business,22,9,2009-12-08 00:14:26,18,JD,JD185941,0,0,1,0
Business,22,9,2009-12-08 00:14:26,18,JD,JD185978,0,0,0,0
Business,22,9,2009-12-08 00:14:26,18,JD,JD185906,0,0,1,1
Business,28,9,2009-12-08 00:14:26,18,JD,JD182576,0,0,1,0
Business,26,9,2009-09-12 00:26:52,19,JD,JD184311,0,0,0,0
Business,26,9,2009-09-12 00:26:52,19,JD,JD184283,0,0,0,0
Business,26,9,2009-09-12 00:26:52,19,JD,JD184298,0,0,0,0
Business,28,9,2009-09-12 00:26:52,19,JD,JD182576,0,0,1,0
Business,26,9,2010-04-01 10:46:31,17,JD,JD184311,0,0,0,0
Business,26,9,2010-04-01 10:46:31,17,JD,JD184283,0,0,0,0
Business,26,9,2010-04-01 10:46:31,17,JD,JD184298,0,0,0,0
Business,26,9,2010-04-01 10:46:31,17,JD,JD184835,0,0,1,1
Business,26,9,2010-04-01 10:46:31,17,JD,JD184643,0,0,0,0
Business,26,9,2010-04-01 10:46:31,17,JD,JD184634,0,0,0,0
Business,26,9,2010-04-01 10:46:31,17,JD,JD184633,0,0,0,0
Business,26,9,2010-04-01 10:46:31,17,JD,JD184630,0,0,0,0
Business,22,9,2010-04-01 10:46:31,17,JD,JD185906,0,0,1,1
Business,22,9,2010-04-01 10:46:31,17,JD,JD185941,0,0,1,0
Business,22,9,2010-04-01 10:46:31,17,JD,JD185978,0,0,0,0
Business,22,9,2010-04-01 10:46:31,17,JD,JD185826,0,0,0,1
Business,22,9,2010-04-01 10:46:31,17,JD,JD185827,0,0,1,1
Business,22,9,2010-04-01 10:46:31,17,JD,JD185828,0,0,1,1
Business,22,9,2010-04-01 10:46:31,17,JD,JD185829,0,0,1,1
Business,22,9,2010-04-01 10:46:31,17,JD,JD185831,0,0,1,0
Business,22,9,2010-04-01 10:46:31,17,JD,JD185832,0,0,1,1
Business,22,9,2010-04-01 10:46:31,17,JD,JD185825,0,0,1,1
Business,22,9,2010-04-01 10:46:31,17,JD,JD185823,0,0,1,1
Business,22,9,2010-04-01 10:46:31,17,JD,JD185815,0,0,1,1
Business,22,9,2010-04-01 10:46:31,17,JD,JD185817,0,0,0,0
Business,22,9,2010-04-01 10:46:31,17,JD,JD185819,0,0,1,1
Business,22,9,2010-04-01 10:46:31,17,JD,JD185820,0,0,0,1
Business,22,9,2010-04-01 10:46:31,17,JD,JD185838,0,0,1,1
Business,22,9,2010-04-01 10:46:31,17,JD,JD185851,0,0,0,1
Business,22,9,2010-04-01 10:46:31,17,JD,JD185849,0,0,1,1
Business,22,9,2010-04-01 10:46:31,17,JD,JD185848,0,0,1,1
Business,22,9,2010-04-01 10:46:31,17,JD,JD185839,0,0,1,0
Business,22,9,2010-04-01 10:46:31,17,JD,JD185841,0,0,0,1
Business,22,9,2010-04-01 10:46:31,17,JD,JD185842,0,0,0,1
Business,22,9,2010-04-01 10:46:31,17,JD,JD185844,0,0,0,0
Business,28,9,2009-05-27 22:05:20,20,JD,JD182576,0,0,1,0
Business,26,9,2009-05-27 22:05:20,20,JD,JD184311,0,0,0,0
Business,26,9,2009-05-27 22:05:20,20,JD,JD184298,0,0,0,0
Business,26,9,2009-05-27 22:05:20,20,JD,JD184283,0,0,0,0
Library,10,9,2012-03-21 16:25:03,6,JD,JD102291,0,0,1,0
Library,10,9,2011-03-21 12:52:08,10,JD,JD102291,0,0,1,0
Library,10,9,2011-03-21 12:52:08,10,JD,JD102337,0,0,0,0
Library,10,9,2013-01-11 15:54:49,4,JD,JD102291,0,0,1,0
Library,10,9,2012-09-03 12:46:46,5,JD,JD102291,0,0,1,0
Library,10,9,2015-11-09 09:22:21,1,JD,JD102291,0,0,1,0
Library,10,9,2019-09-27 09:37:29,0,JD,JD102291,0,0,1,0
Library,10,9,2014-07-10 09:49:20,2,JD,JD102291,0,0,1,0
Library,10,9,2013-05-02 12:36:38,3,JD,JD102291,0,0,1,0
Business,29,9,2007-01-07 07:37:01,29,JD,JD181052,0,0,1,0
Business,28,9,2007-03-04 22:00:21,28,JD,JD182576,0,0,1,1
Business,29,9,2007-03-04 22:00:21,28,JD,JD181052,0,0,1,0
Business,26,9,2008-02-13 07:13:18,25,JD,JD184643,0,0,0,0
Business,26,9,2008-02-13 07:13:18,25,JD,JD184634,0,0,0,0
Business,26,9,2008-02-13 07:13:18,25,JD,JD184633,0,0,0,0
Business,29,9,2007-11-04 19:42:00,26,JD,JD181052,0,0,1,0
Business,26,9,2008-02-13 07:13:18,25,JD,JD184835,0,0,0,1
Business,26,9,2008-02-13 07:13:18,25,JD,JD184630,0,0,0,0
Business,28,9,2007-06-12 10:09:58,27,JD,JD182576,0,0,1,1
Business,26,9,2007-11-04 19:42:00,26,JD,JD184630,0,0,0,0
Business,26,9,2007-11-04 19:42:00,26,JD,JD184633,0,0,0,0
Business,26,9,2007-11-04 19:42:00,26,JD,JD184634,0,0,0,0
Business,26,9,2007-11-04 19:42:00,26,JD,JD184643,0,0,0,0
Business,26,9,2007-11-04 19:42:00,26,JD,JD184298,0,0,0,0
Business,26,9,2007-11-04 19:42:00,26,JD,JD184283,0,0,1,0
Business,26,9,2007-11-04 19:42:00,26,JD,JD184311,0,0,1,0
Business,28,9,2007-11-04 19:42:00,26,JD,JD182576,0,0,1,0
Business,26,9,2007-11-04 19:42:00,26,JD,JD184835,0,0,0,1
Business,29,9,2007-06-12 10:09:58,27,JD,JD181052,0,0,1,0
Business,29,9,2008-02-13 07:13:18,25,JD,JD181052,0,0,1,0
Business,26,9,2008-07-09 20:47:19,24,JD,JD184634,0,0,0,0
Business,26,9,2008-07-09 20:47:19,24,JD,JD184633,0,0,0,0
Business,26,9,2008-07-09 20:47:19,24,JD,JD184643,0,0,0,0
Business,26,9,2008-07-09 20:47:19,24,JD,JD184835,0,0,0,1
Business,26,9,2008-07-09 20:47:19,24,JD,JD184630,0,0,0,0
Business,26,9,2008-02-13 07:13:18,25,JD,JD184298,0,0,0,0
Business,26,9,2008-02-13 07:13:18,25,JD,JD184311,0,0,1,0
Business,26,9,2008-02-13 07:13:18,25,JD,JD184283,0,0,1,0
Business,28,9,2008-02-13 07:13:18,25,JD,JD182576,0,0,1,0
Library,15,8,2017-07-25 08:16:54,2,JD,JD42525,0,0,1,0
Library,15,8,2017-10-18 10:51:00,1,JD,JD42525,0,0,1,0
Library,15,8,2018-04-11 17:41:52,0,JD,JD42525,0,0,1,0
Library,15,8,2017-03-07 17:56:15,4,JD,JD42525,0,0,1,0
Library,15,8,2016-12-23 19:54:26,5,JD,JD42525,0,0,1,0
Library,15,8,2016-10-19 13:21:17,6,JD,JD42525,0,0,1,0
Library,15,8,2017-05-13 07:00:33,3,JD,JD42525,0,0,1,0
Library,11,8,2010-05-20 03:52:50,10,JD,JD118079,0,0,0,0
Library,11,8,2011-01-23 09:37:08,9,JD,JD118135,0,0,0,0
Library,11,8,2010-05-20 03:52:50,10,JD,JD118135,0,0,0,0
Library,11,8,2011-01-23 09:37:08,9,JD,JD118079,0,0,0,0
Library,11,8,2009-12-22 08:34:40,11,JD,JD118079,0,0,0,0
Library,11,8,2009-12-22 08:34:40,11,JD,JD118135,0,0,0,0
Library,9,8,2019-10-09 02:53:41,0,JD,JD154598,0,0,0,0
Library,9,8,2019-10-09 02:53:41,0,JD,JD154569,0,2,1,0
Library,9,8,2017-06-07 11:00:48,3,JD,JD154569,0,2,1,0
Library,9,8,2017-06-07 11:00:48,3,JD,JD154598,0,0,0,0
Library,9,8,2018-10-09 06:20:23,1,JD,JD154569,0,2,1,0
Library,9,8,2018-10-09 06:20:23,1,JD,JD154598,0,0,0,0
Library,9,8,2016-10-18 19:32:28,4,JD,JD154569,0,2,1,0
Library,9,8,2016-10-18 19:32:28,4,JD,JD154598,0,0,0,0
Library,9,8,2015-11-17 02:53:20,6,JD,JD154569,0,2,1,0
Library,9,8,2015-11-17 02:53:20,6,JD,JD154598,0,0,0,0
Library,9,8,2016-05-26 07:58:54,5,JD,JD154569,0,2,1,0
Library,9,8,2016-05-26 07:58:54,5,JD,JD154598,0,0,0,0
Library,9,8,2018-01-15 08:07:44,2,JD,JD154598,0,0,0,0
Library,9,8,2018-01-15 08:07:44,2,JD,JD154569,0,2,1,0
Library,10,8,2019-10-10 12:09:04,0,JD,JD990,0,0,1,0
Library,10,8,2019-03-19 10:22:07,2,JD,JD990,0,0,1,0
Library,10,8,2019-09-16 14:37:39,1,JD,JD990,0,0,1,0
Library,9,8,2019-09-16 14:37:39,1,JD,JD1145,0,2,0,1
Library,9,8,2019-03-19 10:22:07,2,JD,JD1145,0,2,0,1
Library,9,8,2018-06-13 12:15:36,3,JD,JD1145,0,2,0,1
Library,9,8,2019-10-10 12:09:04,0,JD,JD1145,0,2,0,1
Library,11,8,2014-05-15 16:28:25,11,JD,JD35916,0,0,0,0
Library,11,8,2014-05-15 16:28:25,11,JD,JD35932,0,0,1,0
Library,11,8,2014-05-15 16:28:25,11,JD,JD35917,0,0,1,0
Library,11,8,2014-05-15 16:28:25,11,JD,JD35919,0,0,1,0
Library,11,8,2014-05-15 16:28:25,11,JD,JD35921,0,0,0,0
Library,11,8,2014-05-15 16:28:25,11,JD,JD35925,0,0,1,0
Library,10,8,2016-04-11 13:29:10,7,JD,JD990,0,0,1,0
Library,9,8,2016-04-11 13:29:10,7,JD,JD1145,0,2,1,1
Library,10,8,2018-02-01 07:12:58,4,JD,JD990,0,0,1,0
Library,9,8,2018-02-01 07:12:58,4,JD,JD1145,0,2,0,1
Library,9,8,2016-11-21 06:13:24,5,JD,JD1145,0,2,0,0
Library,9,8,2016-06-15 09:29:39,6,JD,JD1145,0,2,0,1
Library,10,8,2016-11-21 06:13:24,5,JD,JD990,0,0,1,0
Library,10,8,2018-06-13 12:15:36,3,JD,JD990,0,0,1,0
Library,10,8,2016-06-15 09:29:39,6,JD,JD990,0,0,1,0
Library,9,8,2019-10-04 20:08:37,0,JD,JD36399,0,0,1,0
Library,9,8,2016-01-04 17:18:13,8,JD,JD1145,0,0,1,0
Library,10,8,2015-06-16 15:43:25,10,JD,JD990,0,0,1,0
Library,10,8,2015-06-16 15:43:25,10,JD,JD986,0,0,1,0
Library,10,8,2015-11-10 10:44:05,9,JD,JD986,0,0,1,0
Library,10,8,2015-11-10 10:44:05,9,JD,JD990,0,0,1,0
Library,10,8,2016-01-04 17:18:13,8,JD,JD990,0,0,1,0
Library,11,8,2014-09-24 18:31:26,9,JD,JD35916,0,0,0,0
Library,11,8,2014-09-24 18:31:26,9,JD,JD35917,0,0,1,0
Library,11,8,2014-09-24 18:31:26,9,JD,JD35919,0,0,0,0
Library,11,8,2014-09-24 18:31:26,9,JD,JD35921,0,0,0,1
Library,11,8,2014-09-24 18:31:26,9,JD,JD35923,0,0,1,0
Library,11,8,2014-09-24 18:31:26,9,JD,JD35925,0,0,0,0
Library,11,8,2014-09-24 18:31:26,9,JD,JD35932,0,0,0,0
Library,9,8,2014-09-24 18:31:26,9,JD,JD36416,0,0,0,0
Library,9,8,2014-09-24 18:31:26,9,JD,JD36454,0,0,0,0
Library,11,8,2014-07-24 20:10:55,10,JD,JD35932,0,0,1,0
Library,11,8,2014-07-24 20:10:55,10,JD,JD35925,0,0,1,0
Library,11,8,2014-07-24 20:10:55,10,JD,JD35921,0,0,0,1
Library,11,8,2014-07-24 20:10:55,10,JD,JD35919,0,0,1,0
Library,11,8,2014-07-24 20:10:55,10,JD,JD35917,0,0,1,0
Library,11,8,2014-07-24 20:10:55,10,JD,JD35916,0,0,0,0
Library,10,8,2014-07-24 20:10:55,10,JD,JD36152,0,0,0,0
Library,10,8,2014-09-24 18:31:26,9,JD,JD36152,0,0,1,0
Library,9,8,2014-09-24 18:31:26,9,JD,JD36387,0,0,0,1
Library,9,8,2014-09-24 18:31:26,9,JD,JD36399,0,0,0,0
Library,9,8,2014-09-24 18:31:26,9,JD,JD36402,0,0,0,1
Library,15,8,2016-03-18 13:44:50,8,JD,JD42524,0,0,0,0
Library,15,8,2016-03-18 13:44:50,8,JD,JD42525,0,0,1,0
Library,15,8,2016-03-18 13:44:50,8,JD,JD42520,0,0,1,0
Library,15,8,2015-06-12 07:57:24,11,JD,JD42525,0,0,1,0
Library,15,8,2015-06-12 07:57:24,11,JD,JD42520,0,0,1,0
Library,15,8,2015-06-12 07:57:24,11,JD,JD42524,0,0,0,0
Library,15,8,2015-12-21 15:43:32,9,JD,JD42520,0,0,1,0
Library,15,8,2015-12-21 15:43:32,9,JD,JD42524,0,0,0,0
Library,15,8,2015-12-21 15:43:32,9,JD,JD42525,0,0,1,0
Library,15,8,2016-07-06 12:42:34,7,JD,JD42525,0,0,1,0
Library,15,8,2015-09-21 21:18:04,10,JD,JD42525,0,0,1,0
Library,15,8,2015-09-21 21:18:04,10,JD,JD42520,0,0,1,0
Library,9,8,2015-12-21 15:43:32,9,JD,JD62326,0,0,0,1
Library,9,8,2015-12-21 15:43:32,9,JD,JD62325,0,1,0,0
Library,9,8,2015-12-21 15:43:32,9,JD,JD62321,0,0,0,1
Library,15,8,2015-09-21 21:18:04,10,JD,JD42524,0,0,0,0
Library,15,8,2015-03-27 19:15:20,12,JD,JD42520,0,0,1,0
Library,15,8,2015-03-27 19:15:20,12,JD,JD42524,0,0,0,0
Library,15,8,2015-03-27 19:15:20,12,JD,JD42525,0,0,1,0
Library,15,8,2014-08-18 13:57:06,15,JD,JD42524,0,0,0,0
Library,15,8,2014-08-18 13:57:06,15,JD,JD42520,0,0,1,0
Library,15,8,2014-08-18 13:57:06,15,JD,JD42525,0,0,1,0
Library,15,8,2014-10-21 10:29:40,14,JD,JD42524,0,0,0,0
Library,15,8,2014-10-21 10:29:40,14,JD,JD42525,0,0,1,0
Library,15,8,2014-10-21 10:29:40,14,JD,JD42520,0,0,1,0
Library,15,8,2015-02-05 10:56:39,13,JD,JD42524,0,0,0,0
Library,15,8,2015-02-05 10:56:39,13,JD,JD42525,0,0,1,0
Library,15,8,2015-02-05 10:56:39,13,JD,JD42520,0,0,1,0
Library,9,8,2015-01-23 21:07:02,9,JD,JD154569,0,2,1,0
Library,9,8,2015-01-23 21:07:02,9,JD,JD154598,0,0,0,0
Library,9,8,2015-07-22 23:12:39,7,JD,JD154598,0,0,0,0
Library,9,8,2015-07-22 23:12:39,7,JD,JD154569,0,2,1,0
Business,10,8,2016-08-24 08:58:23,9,JD,JD190359,0,0,1,1
Business,29,8,2015-03-02 02:21:29,13,JD,JD181174,0,0,1,0
Business,10,8,2016-04-20 16:26:14,10,JD,JD190359,0,0,1,1
Business,29,8,2009-02-11 16:43:38,21,JD,JD181174,0,0,1,0
Business,29,8,2008-07-09 20:47:19,24,JD,JD181174,0,0,0,0
Business,29,8,2008-09-14 00:10:59,23,JD,JD181174,0,0,1,0
Business,29,8,2008-12-10 03:09:42,22,JD,JD181174,0,0,1,0
Business,29,8,2014-03-10 18:32:26,15,JD,JD181174,0,0,1,0
Business,29,8,2010-04-01 10:46:31,17,JD,JD181174,0,0,1,0
Business,29,8,2014-04-13 02:40:34,14,JD,JD181174,0,0,1,0
Business,29,8,2011-01-20 15:34:31,16,JD,JD181174,0,0,1,0
Business,29,8,2009-05-27 22:05:20,20,JD,JD181174,0,0,1,0
Business,29,8,2009-12-08 00:14:26,18,JD,JD181174,0,0,1,0
Business,29,8,2009-09-12 00:26:52,19,JD,JD181174,0,0,1,0
Library,10,8,2013-05-02 12:36:38,3,JD,JD102299,0,0,0,0
Library,9,8,2013-05-02 12:36:38,3,JD,JD104022,0,0,0,0
Library,9,8,2013-05-02 12:36:38,3,JD,JD104026,0,0,0,0
Library,9,8,2013-05-02 12:36:38,3,JD,JD103021,0,0,0,0
Library,9,8,2013-05-02 12:36:38,3,JD,JD103025,0,1,0,0
Library,9,8,2013-05-02 12:36:38,3,JD,JD103027,0,0,1,0
Library,9,8,2013-05-02 12:36:38,3,JD,JD103033,0,0,1,0
Library,9,8,2013-05-02 12:36:38,3,JD,JD103889,0,0,0,0
Library,14,8,2014-07-10 09:49:20,2,JD,JD90610,0,0,0,0
Library,10,8,2015-11-09 09:22:21,1,JD,JD102299,0,0,0,0
Library,9,8,2015-11-09 09:22:21,1,JD,JD103027,0,0,1,0
Library,9,8,2015-11-09 09:22:21,1,JD,JD103033,0,0,1,0
Library,9,8,2015-11-09 09:22:21,1,JD,JD103889,0,0,0,0
Library,9,8,2015-11-09 09:22:21,1,JD,JD104026,0,0,0,0
Library,9,8,2015-11-09 09:22:21,1,JD,JD104022,0,0,0,0
Library,14,8,2019-09-27 09:37:29,0,JD,JD90610,0,0,0,0
Library,9,8,2019-09-27 09:37:29,0,JD,JD104026,0,0,0,0
Library,10,8,2019-09-27 09:37:29,0,JD,JD102299,0,0,0,0
Library,9,8,2019-09-27 09:37:29,0,JD,JD103033,0,0,1,0
Library,9,8,2019-09-27 09:37:29,0,JD,JD103027,0,0,1,0
Library,9,8,2019-09-27 09:37:29,0,JD,JD104022,0,0,0,0
Library,9,8,2019-09-27 09:37:29,0,JD,JD103889,0,0,0,0
Library,9,8,2014-07-10 09:49:20,2,JD,JD104026,0,0,0,0
Library,9,8,2014-07-10 09:49:20,2,JD,JD103021,0,0,0,0
Library,9,8,2014-07-10 09:49:20,2,JD,JD103025,0,1,0,0
Library,9,8,2014-07-10 09:49:20,2,JD,JD103033,0,0,1,0
Library,9,8,2014-07-10 09:49:20,2,JD,JD103889,0,0,0,0
Library,9,8,2014-07-10 09:49:20,2,JD,JD103027,0,0,1,0
Library,9,8,2014-07-10 09:49:20,2,JD,JD104022,0,0,0,0
Library,10,8,2014-07-10 09:49:20,2,JD,JD102299,0,0,0,0
Library,14,8,2015-11-09 09:22:21,1,JD,JD90610,0,0,0,0
Library,15,8,2014-10-28 09:17:56,9,JD,JD147909,0,0,1,0
Library,15,8,2014-10-28 09:17:56,9,JD,JD147907,0,0,1,0
Business,29,8,2007-01-07 07:37:01,29,JD,JD181174,0,0,0,0
Business,29,8,2008-02-13 07:13:18,25,JD,JD181174,0,0,0,0
Business,29,8,2007-03-04 22:00:21,28,JD,JD181174,0,0,0,0
Business,29,8,2007-11-04 19:42:00,26,JD,JD181174,0,0,0,0
Business,29,8,2007-06-12 10:09:58,27,JD,JD181174,0,0,0,0
Library,9,8,2012-09-03 12:46:46,5,JD,JD104022,0,0,0,0
Library,9,8,2012-09-03 12:46:46,5,JD,JD103021,0,0,0,0
Library,10,8,2012-09-03 12:46:46,5,JD,JD102299,0,0,0,0
Library,9,8,2012-09-03 12:46:46,5,JD,JD103027,0,0,1,0
Library,9,8,2012-09-03 12:46:46,5,JD,JD103033,0,0,1,0
Library,9,8,2012-09-03 12:46:46,5,JD,JD103025,0,1,0,0
Library,14,8,2013-01-11 15:54:49,4,JD,JD90610,0,0,0,0
Library,9,8,2012-09-03 12:46:46,5,JD,JD103889,0,0,0,0
Library,9,8,2011-11-02 13:05:45,7,JD,JD104026,0,0,0,0
Library,14,8,2012-03-21 16:25:03,6,JD,JD90610,0,0,0,0
Library,9,8,2011-11-02 13:05:45,7,JD,JD104022,0,0,0,0
Library,9,8,2011-11-02 13:05:45,7,JD,JD103033,0,0,1,0
Library,9,8,2011-11-02 13:05:45,7,JD,JD103027,0,0,1,0
Library,10,8,2011-11-02 13:05:45,7,JD,JD102292,0,0,0,0
Library,9,8,2011-11-02 13:05:45,7,JD,JD103025,0,1,0,0
Library,9,8,2011-11-02 13:05:45,7,JD,JD103021,0,0,0,0
Library,10,8,2011-11-02 13:05:45,7,JD,JD102299,0,0,0,0
Library,9,8,2011-11-02 13:05:45,7,JD,JD103889,0,0,0,0
Library,9,8,2012-03-21 16:25:03,6,JD,JD103889,0,0,0,0
Library,9,8,2012-03-21 16:25:03,6,JD,JD103033,0,0,1,0
Library,9,8,2012-03-21 16:25:03,6,JD,JD103021,0,0,0,0
Library,9,8,2012-03-21 16:25:03,6,JD,JD103027,0,0,1,0
Library,9,8,2012-03-21 16:25:03,6,JD,JD104026,0,0,0,0
Library,10,8,2012-03-21 16:25:03,6,JD,JD102299,0,0,0,0
Library,9,8,2012-03-21 16:25:03,6,JD,JD103025,0,1,0,0
Library,9,8,2012-09-03 12:46:46,5,JD,JD104026,0,0,0,0
Library,9,8,2012-03-21 16:25:03,6,JD,JD104022,0,0,0,0
Library,14,8,2012-09-03 12:46:46,5,JD,JD90610,0,0,0,0
Library,9,8,2011-08-17 16:20:08,8,JD,JD103889,0,0,0,0
Library,9,8,2011-08-17 16:20:08,8,JD,JD103021,0,0,1,0
Library,9,8,2011-08-17 16:20:08,8,JD,JD104022,0,0,0,0
Library,9,8,2011-08-17 16:20:08,8,JD,JD104026,0,0,1,0
Library,10,8,2011-08-17 16:20:08,8,JD,JD102299,0,0,0,0
Library,9,8,2011-08-17 16:20:08,8,JD,JD103025,0,0,0,0
Library,9,8,2011-08-17 16:20:08,8,JD,JD103033,0,0,1,0
Library,14,8,2011-11-02 13:05:45,7,JD,JD90610,0,0,0,0
Library,9,8,2011-08-17 16:20:08,8,JD,JD103027,0,0,1,0
Library,14,8,2011-08-17 16:20:08,8,JD,JD90610,0,0,0,0
Library,9,8,2011-05-16 08:18:58,9,JD,JD104022,0,0,0,0
Library,9,8,2011-05-16 08:18:58,9,JD,JD103027,0,0,1,0
Library,9,8,2011-05-16 08:18:58,9,JD,JD104026,0,0,1,0
Library,10,8,2011-05-16 08:18:58,9,JD,JD102299,0,0,0,0
Library,10,8,2011-05-16 08:18:58,9,JD,JD102270,0,0,0,0
Library,9,8,2011-05-16 08:18:58,9,JD,JD103021,0,0,0,0
